player,player_id,team,class,poss,position,value_three_pct,value_two_pct,value_ft_pct,value_scoring,color_three_pct,color_two_pct,color_ft_pct,color_scoring,value_assist_rate,value_TO,value_playmaking,color_assist_rate,color_TO,color_playmaking,value_oreb_pct,value_dreb_pct,value_reb_pct,color_oreb_pct,color_dreb_pct,color_reb_pct,value_blk_pct,value_STL,value_PF,value_D,color_blk_pct,color_STL,color_PF,color_D
Allen Graves,2305403,Santa Clara,FR,1290,C,36.2659220166725,56.8613488326918,72.702348915921,28.5558199575127,#FFEBD2,#FFEBD2,#FFFFFF,#FFD7A5,11.5793735717105,1.99742101252129,4.76989790467927,#FFFFFF,#FFEBD2,#FFEBD2,13.0486168968963,19.842203731729,32.8908206286253,#FFD7A5,#FFEBD2,#FFD7A5,4.88402230354061,2.62396628270351,7.55265207054075,2.213317,#FFEBD2,#FFEBD2,#DCE9F5,#FFD7A5
Braden Huff,1890356,Gonzaga,JR,852,PF,31.6707430191688,66.306985926348,62.3593317891712,36.9319323616839,#DCE9F5,#FFD7A5,#DCE9F5,#FFD7A5,9.49284612914132,1.87265606722423,3.30397369930177,#FFFFFF,#FFEBD2,#FFEBD2,11.080879418784,12.5490945709035,23.6299739896876,#FFEBD2,#FFFFFF,#FFEBD2,3.97002108377031,1.07387909138899,5.85919009320504,1.7398387,#FFEBD2,#DCE9F5,#FFFFFF,#FFEBD2
Darryn Peterson,2483811,Kansas,FR,1086,SG,38.2517066001817,51.5358853489588,81.7391984003336,39.5463257965711,#FFD7A5,#FFFFFF,#FFEBD2,#FFD7A5,11.9954745081789,2.97052831434148,1.24807281927081,#FFFFFF,#FFFFFF,#FFFFFF,3.67019272285804,13.4508632139056,17.1210559367637,#FFFFFF,#FFFFFF,#FFFFFF,2.10194196622343,2.72427431763024,3.08807803743477,3.3512868,#FFFFFF,#FFEBD2,#FFD7A5,#FFD7A5
Hannes Steinbach,2533777,Washington,FR,1746,C,33.4047505942342,62.3040659998908,74.7480041251334,31.140439164655,#FFFFFF,#FFD7A5,#FFFFFF,#FFD7A5,8.18253073899836,3.28994698459168,-3.63270826061058,#FFFFFF,#FFFFFF,#FFFFFF,13.4923138489621,24.9751935403406,38.4675073893027,#FFD7A5,#FFD7A5,#FFD7A5,4.2244231904485,1.7461761612538,4.10005283078402,2.8251471,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5
Chad Baker-Mazara,1589721,USC,SR,1311,SF,39.2366760673203,51.1798641081715,89.3691936398837,34.6107315778044,#FFD7A5,#FFFFFF,#FFD7A5,#FFD7A5,17.9153665889385,4.01835953541171,2.61624174210556,#FFEBD2,#DCE9F5,#FFEBD2,2.8088407993549,12.9184232467209,15.7272640460758,#FFFFFF,#FFFFFF,#FFFFFF,3.38990971867099,2.23158682804734,5.38241413214792,3.0087072,#FFEBD2,#FFEBD2,#FFFFFF,#FFD7A5
Quadir Copeland,1909612,NC State,SR,1714,PG,32.6201496229697,52.1910736559893,75.0954763457695,27.269266523829,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2,37.2442089010641,5.86117678507999,13.4324773044552,#FFD7A5,#CBDEF0,#FFD7A5,3.31878916883357,12.7065588703028,16.0253480391364,#FFFFFF,#FFFFFF,#FFFFFF,1.061864376883,3.41895681974077,6.02695898820349,2.7093557,#FFFFFF,#FFD7A5,#FFFFFF,#FFD7A5
Alex Karaban,1912263,Connecticut,SR,1888,SF,38.2065636083744,59.1002703366315,83.9820160519231,22.9746582549997,#FFD7A5,#FFEBD2,#FFEBD2,#FFEBD2,12.4422116893715,1.92097002476296,5.89114895371517,#FFFFFF,#FFEBD2,#FFEBD2,6.54965923079836,12.6498972415972,19.1995564723955,#FFFFFF,#FFFFFF,#FFFFFF,3.38181624181822,1.42764566873395,3.4573741220791,2.5496027,#FFEBD2,#FFFFFF,#FFEBD2,#FFD7A5
Izaiyah Nelson,1910991,South Florida,SR,1589,C,23.4257430525028,61.8160298352888,71.1770108368864,31.3055741834073,#CBDEF0,#FFD7A5,#FFFFFF,#FFD7A5,8.81965666024539,2.47587325020395,0.242703851474012,#FFFFFF,#FFEBD2,#FFFFFF,14.1940206460835,22.052733532495,36.2467541785785,#FFD7A5,#FFD7A5,#FFD7A5,6.65856536385029,2.38615870437676,6.40444895875485,3.6479726,#FFD7A5,#FFEBD2,#DCE9F5,#FFD7A5
Ebuka Okorie,2484120,Stanford,FR,1788,SG,37.3966166283679,51.214817813907,83.3139829415561,37.3343794148964,#FFEBD2,#FFFFFF,#FFEBD2,#FFD7A5,21.5715867293534,2.93244804791056,10.4323737654693,#FFEBD2,#FFFFFF,#FFD7A5,2.6707186460258,10.7155179114829,13.3862365575087,#FFFFFF,#FFFFFF,#FFFFFF,0.997659993073357,2.57943073232352,2.13012222996435,1.7728434,#FFFFFF,#FFEBD2,#FFD7A5,#FFEBD2
Cameron Carr,2092651,Baylor,SO,1824,SF,38.4109680997097,58.9523872591083,81.0758507136553,31.4663468824039,#FFD7A5,#FFEBD2,#FFEBD2,#FFD7A5,13.6336354711651,3.97874668880926,-1.26247233597912,#FFFFFF,#DCE9F5,#FFFFFF,2.66514760010465,17.2859896291605,19.9511372292652,#FFFFFF,#FFEBD2,#FFFFFF,3.72691752636562,1.6559191175655,3.46276251520228,2.0123579,#FFEBD2,#FFFFFF,#FFEBD2,#FFD7A5
Nolan Winter,2093085,Wisconsin,JR,1609,C,34.0047490772014,68.2353774068609,74.7253585341609,24.6648199492261,#FFFFFF,#FFD7A5,#FFFFFF,#FFEBD2,8.77055437779797,1.631488125046,3.59286680312823,#FFFFFF,#FFD7A5,#FFEBD2,8.78865627748504,23.0355275244451,31.8241838019302,#FFEBD2,#FFD7A5,#FFD7A5,2.9356559947934,1.09797638389285,3.620026128716,2.708047,#FFEBD2,#DCE9F5,#FFEBD2,#FFD7A5
Boogie Fland,2302253,Florida,SO,1795,PG,32.4307633953746,51.1071580065322,75.6274315203112,22.5695280660184,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2,18.8314519214575,2.59942002271853,9.18776100989121,#FFEBD2,#FFFFFF,#FFD7A5,3.03615419183765,6.84068752867466,9.87684172051232,#FFFFFF,#CBDEF0,#DCE9F5,0.493584458322713,3.03276048218822,3.33544879190991,3.2058613,#DCE9F5,#FFD7A5,#FFEBD2,#FFD7A5
Mason Falslev,1890312,Utah State,JR,1849,SF,36.9828229942447,58.0493128560336,71.0277201389192,28.5470301718498,#FFEBD2,#FFEBD2,#FFFFFF,#FFD7A5,17.8355361871368,2.8717995066505,7.15289941709996,#FFEBD2,#FFFFFF,#FFD7A5,5.58172037608365,16.6374958151665,22.2192161912501,#FFFFFF,#FFEBD2,#FFFFFF,0.93678406350891,3.38105557899551,3.81341106034625,2.5107543,#FFFFFF,#FFD7A5,#FFEBD2,#FFD7A5
Elliot Cadeau,2106184,Michigan,JR,1595,PG,34.9305143919989,50.1587275620353,70.6509497334201,21.1493604201169,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,32.6550688501168,5.12573839305448,12.0627511386704,#FFD7A5,#CBDEF0,#FFD7A5,1.96461333874667,9.32254955838327,11.2871628971299,#DCE9F5,#DCE9F5,#DCE9F5,0.846403356219111,1.92394238760183,4.51701144519773,2.8135099,#FFFFFF,#FFFFFF,#FFFFFF,#FFD7A5
Maliq Brown,1909609,Duke,SR,1122,SF,30.1035765425478,73.065164099429,54.9578715322617,14.8791950361105,#DCE9F5,#FFD7A5,#CBDEF0,#DCE9F5,14.1974104027854,3.27680961280468,2.09270263842466,#FFFFFF,#FFFFFF,#FFEBD2,11.0439864605644,16.6857430068028,27.7297294673672,#FFEBD2,#FFEBD2,#FFEBD2,3.24341343895329,4.13366446261341,7.04800065473867,4.4965473,#FFEBD2,#FFD7A5,#DCE9F5,#FFD7A5
Malik Reneau,1916393,Miami (Fla.),SR,1639,PF,32.7441877866227,60.3566233111525,76.8870751032149,36.4941480608483,#FFFFFF,#FFD7A5,#FFFFFF,#FFD7A5,12.2561893065952,5.17086888304805,-7.35674164014251,#FFFFFF,#CBDEF0,#DCE9F5,9.46664439688868,17.9184861887675,27.3851305856561,#FFEBD2,#FFEBD2,#FFEBD2,2.66161275385386,1.86232963229376,5.44611752335864,2.2488179,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5
Robert Wright III,2292830,BYU,SO,2104,PG,39.0599176916476,49.5493840261454,82.767877280744,29.1905059221512,#FFD7A5,#FFFFFF,#FFEBD2,#FFD7A5,23.3191382394103,3.45373307679156,9.9836435756874,#FFD7A5,#FFFFFF,#FFD7A5,3.18785869393401,8.56739006365937,11.7552487575934,#FFFFFF,#DCE9F5,#DCE9F5,0.445085516569241,2.05035921587726,2.60244186513162,1.3471989,#DCE9F5,#FFFFFF,#FFD7A5,#FFEBD2
Thijs De Ridder,2505021,Virginia,FR,1569,PF,34.1402074943891,57.8022775579936,71.379416445261,32.8933112827232,#FFFFFF,#FFEBD2,#FFFFFF,#FFD7A5,10.2615962727576,3.70645716782375,-3.3473428888921,#FFFFFF,#FFFFFF,#FFFFFF,10.4477948004087,15.4568129533418,25.9046077537505,#FFEBD2,#FFFFFF,#FFEBD2,2.2267689060693,1.85572896612431,5.04742812252097,2.9178174,#FFFFFF,#FFFFFF,#FFFFFF,#FFD7A5
David Mirkovic,2548104,Illinois,FR,1530,PF,35.83189820527,57.571955984575,75.7768269570216,27.398446032299,#FFEBD2,#FFEBD2,#FFFFFF,#FFEBD2,14.833542080142,3.58832275827438,1.43959503345635,#FFEBD2,#FFFFFF,#FFEBD2,9.75784428107558,19.8116909075552,29.5695351886308,#FFEBD2,#FFEBD2,#FFD7A5,1.35530567636656,1.14019328521377,4.34846817965298,2.1420626,#FFFFFF,#DCE9F5,#FFFFFF,#FFD7A5
John Blackwell,2093083,Wisconsin,JR,1911,SF,38.3694593232368,51.9646376833806,85.9062617486383,32.3799060812048,#FFD7A5,#FFFFFF,#FFD7A5,#FFD7A5,13.3196533397897,2.77085720574916,3.30005217954736,#FFFFFF,#FFFFFF,#FFEBD2,4.61273975701423,13.5965609366549,18.2093006936691,#FFFFFF,#FFFFFF,#FFFFFF,0.496966063709125,1.89532469996165,4.35264802872158,1.9398004,#DCE9F5,#FFFFFF,#FFFFFF,#FFD7A5
Mario Saint-Supery,2477489,Gonzaga,FR,1333,SG,38.9649676346781,44.9086755641369,84.5154829283943,20.8546042150095,#FFD7A5,#DCE9F5,#FFD7A5,#FFFFFF,21.1149976973347,3.57589671116995,7.41354953756906,#FFEBD2,#FFFFFF,#FFD7A5,2.41371584367974,11.6348370165829,14.0485528602626,#DCE9F5,#FFFFFF,#FFFFFF,0.935388845178627,3.06496124941211,4.24410412650275,3.1018622,#FFFFFF,#FFD7A5,#FFFFFF,#FFD7A5
Koa Peat,2478069,Arizona,FR,1563,SF,31.298227415634,56.0277843018532,61.6627720986553,27.5012206250573,#DCE9F5,#FFEBD2,#DCE9F5,#FFEBD2,15.4896613481369,3.41020063211237,2.77485572728615,#FFEBD2,#FFFFFF,#FFEBD2,9.1062740949676,12.1555175375802,21.2617916325478,#FFEBD2,#FFFFFF,#FFFFFF,2.80726725624996,1.56803757490969,4.47542434887021,3.4840499,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5
Baba Miller,1909085,Cincinnati,SR,1691,C,30.9644132436653,60.6297333499432,64.4125008959821,23.8285020176435,#DCE9F5,#FFD7A5,#DCE9F5,#FFEBD2,21.476656387566,3.78867860532981,6.89872793750919,#FFEBD2,#FFFFFF,#FFD7A5,7.48240753072512,25.7268667021249,33.20927423285,#FFFFFF,#FFD7A5,#FFD7A5,5.04202064258725,1.48501716317306,4.41699009973543,3.9467551,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5
Paulius Murauskas,2098979,Saint Mary's,JR,1682,PF,34.5714547636906,53.5955083925209,82.2762228474868,33.6496429210885,#FFFFFF,#FFFFFF,#FFEBD2,#FFD7A5,12.2436925967666,3.14318948624304,0.787648990613091,#FFFFFF,#FFFFFF,#FFFFFF,8.57756654211572,20.7201812564338,29.2977477985495,#FFEBD2,#FFD7A5,#FFD7A5,1.66494491952718,1.23490666746444,4.68296141468925,2.3937101,#FFFFFF,#DCE9F5,#FFFFFF,#FFD7A5
B.J. Edwards,1890537,SMU,SR,1691,SG,36.4847485478906,51.3253431559559,75.289735099883,19.7500857040953,#FFEBD2,#FFFFFF,#FFFFFF,#FFFFFF,22.082209780572,3.30079445779668,9.43229315212817,#FFEBD2,#FFFFFF,#FFD7A5,4.80952430795564,15.4100588570116,20.2195831649672,#FFFFFF,#FFFFFF,#FFFFFF,0.786595858483113,3.81670107086833,2.48798480083246,2.6453852,#FFFFFF,#FFD7A5,#FFD7A5,#FFD7A5
Nate Bittle,1725326,Oregon,SR,1321,PF,33.8445173054318,58.5602084500234,74.536915438872,32.8265377513245,#FFFFFF,#FFEBD2,#FFFFFF,#FFD7A5,17.61094646571,3.82672413423105,3.09998435020711,#FFEBD2,#DCE9F5,#FFEBD2,8.44578809671976,19.2674352408588,27.7132233375786,#FFEBD2,#FFEBD2,#FFEBD2,7.82372752934793,1.72013925634471,3.78512091815601,3.3114519,#FFD7A5,#FFFFFF,#FFEBD2,#FFD7A5
Aiden Sherrell,2301241,Alabama,SO,1380,C,33.119066107541,64.109771842578,68.3389120745535,24.7165599403472,#FFFFFF,#FFD7A5,#FFFFFF,#FFEBD2,8.34960354615504,2.39528635688347,0.123556178394385,#FFFFFF,#FFEBD2,#FFFFFF,10.8005128364284,16.8013113987398,27.6018242351682,#FFEBD2,#FFEBD2,#FFEBD2,6.59287718170881,1.34060858125003,4.91519813971042,2.8158001,#FFD7A5,#DCE9F5,#FFFFFF,#FFD7A5
Milos Uzan,1897590,Houston,SR,1821,PG,37.6308292198012,48.5966951631135,75.7387822429468,21.3606793725111,#FFD7A5,#FFFFFF,#FFFFFF,#FFFFFF,21.2209141041473,2.51952901532238,11.7625916317644,#FFEBD2,#FFFFFF,#FFD7A5,1.74923112403791,9.20555951942073,10.9547906434586,#DCE9F5,#DCE9F5,#DCE9F5,0.775953701704877,1.94200769952118,2.7019067157279,2.9529465,#FFFFFF,#FFFFFF,#FFD7A5,#FFD7A5
Tobe Awaka,1890542,Arizona,SR,1269,C,34.5580192669307,62.341050453748,67.8052732820542,24.4270951571483,#FFFFFF,#FFD7A5,#FFFFFF,#FFEBD2,5.76639474676974,2.60350373130002,-3.15017716515106,#DCE9F5,#FFFFFF,#FFFFFF,18.4005731581598,26.7246173236505,45.1251904818103,#FFD7A5,#FFD7A5,#FFD7A5,3.78119473353394,1.24036556048496,7.62897633495788,2.7961567,#FFEBD2,#DCE9F5,#DCE9F5,#FFD7A5
Xaivian Lee,1924956,Florida,SR,1673,PG,33.292676900879,53.0204240094952,77.9632334179663,24.0318022792825,#FFFFFF,#FFFFFF,#FFEBD2,#FFEBD2,25.5563313416234,3.55801854933161,11.6740359287175,#FFD7A5,#FFFFFF,#FFD7A5,2.36745662365735,14.0453488785667,16.4128055022241,#DCE9F5,#FFFFFF,#FFFFFF,0.99452513307162,2.33118121914593,3.63528700044253,3.3665526,#FFFFFF,#FFEBD2,#FFEBD2,#FFD7A5
Meleek Thomas,2533591,Arkansas,FR,1834,SG,39.5617305765833,46.5613404050582,83.0719556550301,27.888159046724,#FFD7A5,#FFFFFF,#FFEBD2,#FFEBD2,12.0636436344382,1.85506374496124,5.79922825535344,#FFFFFF,#FFEBD2,#FFEBD2,3.91279741162434,11.6117856637295,15.5245830753539,#FFFFFF,#FFFFFF,#FFFFFF,0.906747258050236,2.61565682016299,3.8151701222651,1.9057853,#FFFFFF,#FFEBD2,#FFEBD2,#FFEBD2
Kylan Boswell,1896870,Illinois,SR,1265,SG,34.6908784661619,54.6600990570139,79.8886573309064,25.7265867150609,#FFFFFF,#FFEBD2,#FFEBD2,#FFEBD2,18.1844417510465,2.68556164961564,8.23107511412146,#FFEBD2,#FFFFFF,#FFD7A5,5.41636994293403,9.66342023235217,15.0797901752862,#FFFFFF,#DCE9F5,#FFFFFF,0.509373052300752,2.10861311061541,3.87413847447399,1.7128934,#DCE9F5,#FFFFFF,#FFEBD2,#FFEBD2
Blue Cain,2098955,Georgia,JR,1641,SF,35.8033046754757,55.6796382172724,86.9735869057081,25.4623941147132,#FFEBD2,#FFEBD2,#FFD7A5,#FFEBD2,14.9896882235021,2.24764166877794,6.97963583777917,#FFEBD2,#FFEBD2,#FFD7A5,5.34716419018488,13.9077906731867,19.2549548633716,#FFFFFF,#FFFFFF,#FFFFFF,0.751915632817389,2.72747986291539,3.10076963312503,1.7329614,#FFFFFF,#FFEBD2,#FFEBD2,#FFEBD2
Keyshawn Hall,1932541,Auburn,SR,1869,SF,37.403410761034,50.4671402998102,84.9332038744968,33.300589030664,#FFEBD2,#FFFFFF,#FFD7A5,#FFD7A5,13.6880500034917,4.25119446671272,-2.30705370828742,#FFFFFF,#DCE9F5,#FFFFFF,6.3554125340802,17.4900138793708,23.845426413451,#FFFFFF,#FFEBD2,#FFEBD2,1.85248987769005,1.30637695189306,3.90403560283552,1.1244976,#FFFFFF,#DCE9F5,#FFEBD2,#FFEBD2
Mark Mitchell,1917805,Missouri,SR,1847,SF,32.0063373682005,58.3939792944641,66.6401401784553,31.6643431599776,#FFFFFF,#FFEBD2,#FFFFFF,#FFD7A5,19.2837273886058,3.22944936805752,7.08005501879353,#FFEBD2,#FFFFFF,#FFD7A5,7.19663800665786,12.3043924936369,19.5010305002947,#FFFFFF,#FFFFFF,#FFFFFF,2.42955431303232,1.49769051525508,2.40973226625741,1.7822112,#FFFFFF,#FFFFFF,#FFD7A5,#FFEBD2
Tucker DeVries,1687948,Indiana,SR,1837,SF,36.578083732618,51.5222962042857,84.8645448415153,24.8635698568579,#FFEBD2,#FFFFFF,#FFD7A5,#FFEBD2,17.8165630186765,2.53307751537615,8.49748780539911,#FFEBD2,#FFFFFF,#FFD7A5,2.5587904584996,17.2360062334671,19.7947966919667,#FFFFFF,#FFEBD2,#FFFFFF,1.95651800781821,2.14821103086293,4.04330761618735,2.9191491,#FFFFFF,#FFEBD2,#FFEBD2,#FFD7A5
Trevon Brazile,1688263,Arkansas,SR,1857,PF,35.4777587759812,65.8795920792443,68.7823610770856,22.7647785416503,#FFEBD2,#FFD7A5,#FFFFFF,#FFEBD2,7.7683297378483,2.01969768004171,1.08613827167617,#FFFFFF,#FFEBD2,#FFFFFF,7.10979271625163,21.1053170741429,28.2151097903945,#FFFFFF,#FFD7A5,#FFEBD2,5.92769419430219,2.38208381460341,3.73492078454138,3.2332471,#FFD7A5,#FFEBD2,#FFEBD2,#FFD7A5
Tomislav Ivisic,2321442,Illinois,JR,1193,PF,34.3795781836605,66.0594614925813,73.0810871165673,24.1165147282095,#FFFFFF,#FFD7A5,#FFFFFF,#FFEBD2,11.6936471866077,3.10668854157353,0.415729304845203,#FFFFFF,#FFFFFF,#FFFFFF,8.08566444389192,18.7798189087534,26.8654833526453,#FFEBD2,#FFEBD2,#FFEBD2,3.66359889393317,1.05054099155037,4.52070935413614,2.3650782,#FFEBD2,#DCE9F5,#FFFFFF,#FFD7A5
Somto Cyril,2311235,Georgia,SO,1247,C,30.602388427087,68.9227303494205,58.0633533919566,22.9429630009924,#DCE9F5,#FFD7A5,#DCE9F5,#FFEBD2,5.04620177786598,3.21186015470324,-6.27644767544085,#DCE9F5,#FFFFFF,#DCE9F5,11.8624804958044,16.8537382930209,28.7162187888253,#FFD7A5,#FFEBD2,#FFEBD2,10.7057120942623,1.46918350342903,7.57783632522808,3.3071451,#FFD7A5,#FFFFFF,#DCE9F5,#FFD7A5
Nijel Pack,1601895,Oklahoma,SR,1754,SG,42.1215267472994,50.3375438554467,84.5351590770233,30.347061590739,#FFD7A5,#FFFFFF,#FFD7A5,#FFD7A5,18.62947760499,3.43833981755799,5.62279432660096,#FFEBD2,#FFFFFF,#FFEBD2,2.38626701137995,9.80025105180111,12.1865180631811,#DCE9F5,#DCE9F5,#DCE9F5,0.819299645171825,1.53336136802605,3.68959035910675,0.3196026,#FFFFFF,#FFFFFF,#FFEBD2,#FFFFFF
Ryan Conwell,1912970,Louisville,SR,1737,SF,38.0686443506383,54.368315425556,85.3754315253545,34.8128715813803,#FFD7A5,#FFEBD2,#FFD7A5,#FFD7A5,14.5360289379279,3.38833924417902,1.96343114745771,#FFEBD2,#FFFFFF,#FFEBD2,2.54158180507249,14.2730622162192,16.8146440212917,#FFFFFF,#FFFFFF,#FFFFFF,0.750421173163915,2.16701786101286,4.79325637525519,1.9092739,#FFFFFF,#FFEBD2,#FFFFFF,#FFEBD2
Aly Khalifa,1605566,Louisville,SR,714,SG,35.7405006322241,55.4197657652504,68.180904213919,14.8546993140959,#FFEBD2,#FFEBD2,#FFFFFF,#DCE9F5,30.0448039591307,4.06205279623194,13.8796281757671,#FFD7A5,#DCE9F5,#FFD7A5,5.75488408485961,14.6415464739265,20.3964305587861,#FFFFFF,#FFFFFF,#FFFFFF,3.30915810232364,1.42742500160049,7.02789038870731,2.8812778,#FFEBD2,#FFFFFF,#DCE9F5,#FFD7A5
Trey McKenney,2511345,Michigan,FR,1296,SF,38.2885388206699,52.121548171406,89.4295968342595,25.1341249464746,#FFD7A5,#FFFFFF,#FFD7A5,#FFEBD2,6.89561057560144,2.318202196797,-0.937623816896727,#FFFFFF,#FFEBD2,#FFFFFF,3.21129888676198,10.9359258330995,14.1472247198615,#FFFFFF,#FFFFFF,#FFFFFF,0.554501273791164,1.37742828391535,3.42004592131298,2.7419737,#DCE9F5,#FFFFFF,#FFEBD2,#FFD7A5
RJ Godfrey,1925548,Clemson,SR,1375,PF,29.7145973173033,61.5456586387822,65.9874861064726,28.8782432818512,#DCE9F5,#FFD7A5,#DCE9F5,#FFD7A5,12.210088851502,3.66224267272404,-1.33189173367876,#FFFFFF,#FFFFFF,#FFFFFF,8.288116740423,16.7874987106549,25.0756154510779,#FFEBD2,#FFEBD2,#FFEBD2,3.93037300879664,1.75519167130453,7.00437988925846,3.2992826,#FFEBD2,#FFFFFF,#DCE9F5,#FFD7A5
C.J. Cox,2334060,Purdue,SO,1392,SF,37.7146636495494,53.3581335218866,82.0677458254111,20.6239130588085,#FFD7A5,#FFFFFF,#FFEBD2,#FFFFFF,8.79986872132523,0.81386582999589,6.90933229621415,#FFFFFF,#FFD7A5,#FFD7A5,4.41308481995546,10.738413462154,15.1514982821094,#FFFFFF,#FFFFFF,#FFFFFF,0.633344399616455,1.89905236842152,3.2613618463027,1.7543019,#FFFFFF,#FFFFFF,#FFEBD2,#FFEBD2
Jalen Warley,1689828,Gonzaga,SR,1151,SF,32.4679562624713,51.2228792418265,68.308671640753,16.8145083120518,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,13.7676480258938,2.55550755396301,4.58877757481154,#FFFFFF,#FFFFFF,#FFEBD2,6.79156292813309,14.2171396821688,21.0087026103019,#FFFFFF,#FFFFFF,#FFFFFF,1.35376039369683,3.29862355412194,6.36690788764765,4.1314339,#FFFFFF,#FFD7A5,#DCE9F5,#FFD7A5
Rashaun Agee,1587000,Texas A&M,SR,1571,C,31.9238565423081,58.3582064277635,73.2001991890863,31.1089000855694,#FFFFFF,#FFEBD2,#FFFFFF,#FFD7A5,15.0056898045966,3.10674812305677,3.5390406245535,#FFEBD2,#FFFFFF,#FFEBD2,11.3619782901838,23.6173217827386,34.9793000729224,#FFD7A5,#FFD7A5,#FFD7A5,3.92843947154944,2.0189247976335,5.36847037019614,2.8084763,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5
Otega Oweh,1897589,Kentucky,SR,1946,SG,35.7302323410024,53.3256231591567,73.4459414655767,33.8132411489631,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5,14.7179384228544,3.38048988904439,2.16656137809767,#FFEBD2,#FFFFFF,#FFEBD2,4.0655992019614,13.458749923565,17.5243491255264,#FFFFFF,#FFFFFF,#FFFFFF,1.58102986356899,3.30713204219473,4.74188779604294,3.2219768,#FFFFFF,#FFD7A5,#FFFFFF,#FFD7A5
Dylan Darling,1907394,St. John's,JR,1201,SG,33.8172140681499,48.5537890138473,77.476402782883,22.1567256899268,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2,21.761918802729,3.36480906319827,8.87273668678727,#FFEBD2,#FFFFFF,#FFD7A5,1.79755707097148,12.1022302073788,13.8997872783503,#DCE9F5,#FFFFFF,#FFFFFF,0.863049921499158,3.13732864180487,5.04641086234799,4.0168891,#FFFFFF,#FFD7A5,#FFFFFF,#FFD7A5
J'Vonne Hadley,1600029,Louisville,SR,1591,SF,38.6092776474523,59.8637938844573,74.4824758085331,23.0739540721466,#FFD7A5,#FFD7A5,#FFFFFF,#FFEBD2,10.5102140791301,1.60682558033816,5.33272383067345,#FFFFFF,#FFD7A5,#FFEBD2,6.5901472802685,15.6895985668603,22.2797458471288,#FFFFFF,#FFFFFF,#FFFFFF,1.27057961084103,1.9250962674094,3.78492668961539,2.0410103,#FFFFFF,#FFFFFF,#FFEBD2,#FFD7A5
Donovan Dent,1924344,UCLA,SR,1857,PG,34.3590541200063,50.25611401562,69.2538679689469,27.2741865290752,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2,39.113360305146,3.43912070599749,24.9377778468116,#FFD7A5,#FFFFFF,#FFD7A5,2.18135511829247,9.15162131075067,11.3329764290431,#DCE9F5,#DCE9F5,#DCE9F5,1.92950304024871,2.54443962193889,2.8604867858496,2.2518986,#FFFFFF,#FFEBD2,#FFD7A5,#FFD7A5
Amari Allen,2550725,Alabama,FR,1543,SF,35.8245489823947,54.7216059127653,73.0373447928427,22.1522249447273,#FFEBD2,#FFEBD2,#FFFFFF,#FFEBD2,15.8391006994004,2.67765545195885,6.05101179201338,#FFEBD2,#FFFFFF,#FFEBD2,6.56966724800138,18.7905837068782,25.3602509548796,#FFFFFF,#FFEBD2,#FFEBD2,2.46306487632403,2.11661571002926,5.43446676419108,2.2619178,#FFFFFF,#FFFFFF,#FFFFFF,#FFD7A5
Tahaad Pettiford,2321438,Auburn,SO,1907,SG,35.1494040432315,50.7993993166873,82.3886616003132,30.9409156423838,#FFEBD2,#FFFFFF,#FFEBD2,#FFD7A5,21.7804867074912,3.86354903271976,6.88410674201297,#FFEBD2,#DCE9F5,#FFD7A5,1.98336593167452,10.6793358017341,12.6627017334086,#DCE9F5,#FFFFFF,#FFFFFF,1.23196508226635,2.17042890621952,4.58288105017605,2.0919896,#FFFFFF,#FFEBD2,#FFFFFF,#FFD7A5
Mouhamed Dioubate,2099732,Kentucky,JR,1061,PF,31.5601207906686,60.7385611840839,63.6697491604121,24.3015259555865,#DCE9F5,#FFD7A5,#DCE9F5,#FFEBD2,8.77330553758853,2.55671533110619,-0.12619010530428,#FFFFFF,#FFFFFF,#FFFFFF,12.6641734671048,19.4617806764179,32.1259541435227,#FFD7A5,#FFEBD2,#FFD7A5,4.49031804404256,2.59392940126361,7.08779525545709,3.278438,#FFEBD2,#FFEBD2,#DCE9F5,#FFD7A5
Robert McCray V,1705240,Florida State,SR,1728,PG,35.1522917629529,51.4388559638735,72.9260724083606,32.6165895530662,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5,35.4830058460863,6.41388364265321,9.54828749772672,#FFD7A5,#CBDEF0,#FFD7A5,3.74164045755987,12.5127496203895,16.2543900779493,#FFFFFF,#FFFFFF,#FFFFFF,1.76577651309418,2.49325188349747,4.9082158682783,2.1085941,#FFFFFF,#FFEBD2,#FFFFFF,#FFD7A5
